LSOA,LA CODE,LA NAME,GOR CODE,GOR NAME,2004IMD SCORE,2004RANK OF IMD (where 1 is most deprived),2004INCOME SCORE,2004RANK OF INCOME SCORE (where 1 is most deprived),2004EMPLOYMENT SCORE,2004RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2004HEALTH DEPRIVATION AND DISABILITY SCORE,2004RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2004EDUCATION SKILLS AND TRAINING SCORE,2004RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2004BARRIERS TO HOUSING AND SERVICES SCORE,2004RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2004CRIME AND DISORDER SCORE,2004RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2004LIVING ENVIRONMENT SCORE,2004RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2007IMD SCORE,2007RANK OF IMD (where 1 is most deprived),2007INCOME SCORE,2007RANK OF INCOME SCORE (where 1 is most deprived),2007EMPLOYMENT SCORE,2007RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2007HEALTH DEPRIVATION AND DISABILITY SCORE,2007RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2007EDUCATION SKILLS AND TRAINING SCORE,2007RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2007BARRIERS TO HOUSING AND SERVICES SCORE,2007RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2007CRIME AND DISORDER SCORE,2007RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2007LIVING ENVIRONMENT SCORE,2007RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2010imd_score,2010imd_rank,2010income_score,2010income_rank,2010employ_score,2010employ_rank,2010healthdd_score,2010healthdd_rank,2010edust_score,2010edust_rank,2010housesb_score,2010housesb_rank,2010crimed_score,2010crimed_rank,2010environl_score,2010environl_rank
E01000063,00AB,Barking and Dagenham,H,London,28.72,8704,0.19,8073,0.12,10187,0.39,10706,49.33,3275,25.82,10541,0.03,15773,20.64,13512,32.59,7139,0.22,7862,0.15,6477,0.55,8929,44.17,4291,23.74,12398,0.58,8095,27.54,9687,33.92,6578,0.25,6004,0.13,8501,0.56,8472,48.54,3441,25.2,11215,0.58,8107,31.09,8057
E01000064,00AB,Barking and Dagenham,H,London,32.86,7013,0.23,6396,0.14,7949,0.79,6311,42.94,4492,27.44,9156,0.03,15726,29.15,9130,35.71,6018,0.28,5384,0.14,7052,0.83,5929,41.83,4847,25.41,10840,0.43,10044,37.47,5903,35.19,6151,0.28,4552,0.14,6964,0.46,9654,38.63,5641,27.47,9187,0.61,7696,33.41,7166
E01000065,00AB,Barking and Dagenham,H,London,33.4,6814,0.2,7552,0.14,7884,0.87,5555,47.41,3624,27.12,9422,0.45,9926,23.32,11965,37.32,5453,0.28,5383,0.16,5486,0.79,6323,41.2,4987,24.5,11642,0.82,5469,33.42,7280,36.6,5654,0.26,5159,0.15,6606,0.76,6332,48.14,3518,26.47,10036,0.41,10250,32.67,7429
E01000066,00AB,Barking and Dagenham,H,London,20.05,13828,0.13,12881,0.09,14704,0.16,13657,18.33,14563,33.32,5081,-0.47,22648,19.12,14556,26,10036,0.18,10069,0.11,11294,0.45,10062,17.89,14816,32.95,5245,0.27,12254,32.4,7667,25.42,10437,0.2,8437,0.1,12055,0.45,9776,14.81,17243,34.08,4703,-0.11,17987,30.38,8348
E01000067,00AB,Barking and Dagenham,H,London,16.72,16492,0.1,15794,0.09,15372,0.03,15553,17.27,15300,23.77,12523,-0.14,18158,17.32,15842,20.86,13231,0.17,11033,0.09,14231,0.2,13248,17.75,14931,24.41,11729,0.13,14224,24.87,10999,23.07,11857,0.21,7917,0.09,14172,0.15,13739,13.72,18204,25.18,11237,0.47,9482,28.04,9367
E01000068,00AB,Barking and Dagenham,H,London,22.46,12086,0.11,14735,0.09,15868,0.29,12057,13.6,18323,32.52,5573,0.86,5251,29.19,9105,23.42,11547,0.15,12530,0.09,15653,0.15,13914,17.37,15226,29.52,7538,1.06,3460,26.25,10314,23.35,11683,0.16,11311,0.08,16617,0.07,15005,14.25,17729,29.51,7548,1.13,2697,25.54,10590
E01000069,00AB,Barking and Dagenham,H,London,12.44,20965,0.07,21076,0.07,20356,-0.06,16777,18.1,14708,20.25,16296,-0.24,19558,11.55,21043,14.39,18796,0.08,20887,0.08,17421,-0.03,16415,15.86,16346,18.55,18144,0.34,11334,15.8,16891,15.88,17446,0.14,13015,0.08,16750,-0.11,17614,15.53,16655,19.63,16890,0.09,14965,12.33,20398
E01000070,00AB,Barking and Dagenham,H,London,17.38,15934,0.07,21247,0.07,19931,-0.02,16255,13.11,18730,22.36,14018,1.01,3807,30.53,8488,21.7,12665,0.11,16591,0.08,16991,-0.08,17143,13.26,18484,20.73,15654,1.39,1494,39.05,5387,20.42,13683,0.13,13839,0.08,16256,-0.07,16934,10.88,20749,21.19,15232,1.15,2539,26.99,9859
E01000071,00AB,Barking and Dagenham,H,London,15.29,17841,0.09,17823,0.07,19484,-0.01,16191,14.32,17694,26.73,9757,-0.07,17225,20.48,13603,16.92,16406,0.14,13641,0.06,20843,0.01,15865,14.31,17577,24.78,11404,0.2,13247,23.59,11697,16.91,16553,0.18,9724,0.06,22617,-0.16,18310,14.96,17131,26.02,10466,-0.07,17318,18.15,15205
E01000072,00AB,Barking and Dagenham,H,London,35.39,6091,0.22,6679,0.14,7691,0.67,7524,51.14,2967,26.99,9549,0.71,6732,31.79,7938,39.22,4886,0.33,3434,0.14,6921,0.79,6297,39.56,5368,24.05,12083,1.01,3793,37.92,5758,42.4,3860,0.32,3113,0.14,7087,0.75,6336,39.09,5524,25.76,10688,1.54,854,38.88,5351
E01000073,00AB,Barking and Dagenham,H,London,31.28,7598,0.2,7736,0.13,8785,0.66,7613,52.57,2751,27.29,9284,0.06,15398,18.85,14749,34.01,6630,0.27,5430,0.12,9366,0.68,7420,52.47,2801,24.45,11684,0.4,10403,28.53,9253,36.42,5726,0.27,4714,0.13,8159,0.78,6066,46.51,3837,26.09,10404,0.89,4596,22.77,12086
E01000074,00AB,Barking and Dagenham,H,London,31.5,7513,0.22,6610,0.14,8198,0.68,7394,43.62,4341,27.28,9299,-0.03,16552,23.39,11926,32.19,7297,0.26,5992,0.15,6722,0.87,5492,35.87,6373,24.88,11320,0.16,13832,18.19,15057,32.27,7230,0.27,5022,0.14,7445,0.64,7521,36.87,6114,26.33,10187,0.48,9383,13.73,19060
E01000075,00AB,Barking and Dagenham,H,London,28.4,8860,0.17,9303,0.11,11440,0.41,10558,40.62,5017,26.69,9792,0.59,8231,27.22,10001,33.96,6644,0.25,6517,0.14,7353,0.53,9156,39.63,5345,24.27,11853,1,3851,29.66,8761,34.92,6245,0.25,5696,0.13,8646,0.32,11437,33.6,7090,25.51,10932,1.3,1713,38.37,5501
E01000076,00AB,Barking and Dagenham,H,London,34.46,6414,0.23,6155,0.14,7488,0.75,6640,56.08,2251,30.62,6739,-0.21,19148,20.38,13664,40.2,4598,0.33,3616,0.17,4807,0.69,7344,54.55,2520,27.01,9463,0.55,8456,27,9925,42.34,3876,0.35,2368,0.16,5712,0.83,5632,52.26,2824,28.71,8168,0.84,5063,19.56,14165
E01000077,00AB,Barking and Dagenham,H,London,31.78,7412,0.24,5943,0.13,8955,0.72,6974,42.1,4689,28.4,8324,-0.19,18807,26.52,10341,34.23,6565,0.26,5787,0.14,6903,0.82,6034,42.86,4614,25,11198,0.17,13646,31.38,8060,34.7,6324,0.27,5001,0.14,7779,0.39,10545,37.84,5843,27.39,9257,0.82,5332,34.75,6687
E01000078,00AB,Barking and Dagenham,H,London,33.83,6651,0.24,5756,0.13,8522,0.64,7822,47.08,3684,28.52,8221,0.32,11766,29.66,8892,38.07,5241,0.32,3849,0.15,6668,0.8,6248,45.33,4072,24.46,11663,0.49,9244,38.73,5488,37.66,5302,0.31,3246,0.14,7320,0.44,9837,40.68,5141,26.25,10257,0.8,5481,37.81,5667
E01000079,00AB,Barking and Dagenham,H,London,31.92,7354,0.21,7499,0.13,8584,0.74,6795,45.97,3894,35.47,3968,-0.09,17462,14.52,18140,33.17,6922,0.25,6346,0.14,7428,0.76,6652,39.08,5490,27.94,8694,0.56,8333,21.1,13141,35.19,6148,0.3,3554,0.14,6877,0.58,8184,37.48,5927,29.32,7704,0.29,11994,23.35,11772
E01000080,00AB,Barking and Dagenham,H,London,33.37,6828,0.21,7151,0.16,6446,0.64,7813,44.73,4128,29.56,7465,0.47,9693,18.69,14850,34.89,6329,0.26,5968,0.16,5764,0.78,6380,36.98,6048,24.53,11615,0.74,6198,24.63,11117,34.22,6477,0.27,4792,0.14,7101,0.56,8410,38.56,5657,25.19,11227,0.74,6196,22.83,12056
E01000081,00AB,Barking and Dagenham,H,London,31.63,7456,0.2,7996,0.13,8490,0.61,8215,49.92,3177,31.38,6249,0.12,14565,19.3,14433,33.32,6873,0.21,8695,0.14,7197,0.59,8439,47.01,3733,25.58,10677,0.86,5126,27.08,9889,32.4,7171,0.25,5718,0.12,9006,0.63,7630,42.71,4615,28,8746,0.38,10637,21.96,12569
E01000082,00AB,Barking and Dagenham,H,London,33.65,6711,0.22,6796,0.15,6644,0.75,6724,44.64,4145,27.76,8875,0.15,14010,27.66,9798,36.73,5656,0.27,5577,0.16,5274,0.82,6054,37.62,5875,24.36,11767,0.56,8320,39.11,5366,35.6,6002,0.28,4548,0.16,5455,0.58,8191,33.47,7135,26.16,10344,0.46,9560,34.4,6798
E01000083,00AB,Barking and Dagenham,H,London,32.46,7166,0.22,6949,0.15,6965,0.62,8007,45.75,3949,27.34,9245,-0.16,18360,29.42,9001,34.6,6428,0.26,6060,0.15,6361,0.7,7175,44.47,4234,23.76,12377,0.2,13209,37.29,5974,37.6,5316,0.29,4083,0.15,6454,0.71,6826,36.86,6119,25.51,10931,0.87,4796,34.85,6650
E01000084,00AB,Barking and Dagenham,H,London,35.24,6148,0.23,6125,0.13,8592,0.81,6093,53.62,2604,26.3,10130,0.5,9284,29.72,8857,34.78,6378,0.23,7295,0.13,7909,0.66,7673,47.68,3615,23.69,12446,0.81,5578,38.58,5538,35.69,5979,0.25,6038,0.12,9411,0.65,7474,51.77,2903,25.43,10999,0.88,4644,34.06,6936
E01000085,00AB,Barking and Dagenham,H,London,36.76,5630,0.25,5584,0.17,5440,0.68,7426,43.31,4413,28.21,8489,0.72,6631,28.09,9596,39.4,4835,0.31,3971,0.16,5256,0.55,8815,45.31,4076,24.37,11756,0.87,5020,39.92,5144,39.16,4823,0.3,3791,0.15,6164,0.26,12359,47.13,3714,26.94,9618,1.1,2851,35.47,6430
E01000086,00AB,Barking and Dagenham,H,London,33.18,6903,0.21,7168,0.12,10019,0.71,7128,54,2553,27.87,8779,0.3,12055,30.74,8389,33.89,6664,0.21,8291,0.13,8611,0.7,7241,53.28,2695,24.77,11408,0.63,7583,35.09,6691,32.43,7157,0.24,6508,0.12,9858,0.63,7594,42.23,4727,26.8,9750,0.5,9036,32.41,7545
E01000087,00AB,Barking and Dagenham,H,London,36.24,5794,0.25,5295,0.16,6108,1.04,4153,47.54,3605,30.78,6625,-1.3,30576,30.1,8692,37.01,5563,0.33,3507,0.17,4938,0.94,4929,43.37,4495,25.56,10705,-0.74,26261,25.45,10709,35.56,6017,0.29,4224,0.15,6165,0.9,5011,36.65,6171,28,8751,-0.2,19292,29.14,8868
E01000088,00AB,Barking and Dagenham,H,London,24.31,10948,0.14,11521,0.08,16338,0.45,10033,33.11,7118,29.72,7355,0.15,14012,28.64,9343,24.36,10998,0.2,8908,0.09,13899,0.23,12848,28.43,8969,23.22,12931,0.4,10477,27.61,9649,27.83,9221,0.2,8192,0.09,13846,0.51,8995,23.96,11074,24.59,11815,0.77,5843,39.23,5245
E01000089,00AB,Barking and Dagenham,H,London,23.5,11407,0.12,14011,0.08,17120,0.34,11356,36.79,5985,31.47,6196,-0.21,19036,33.89,7105,29.82,8266,0.27,5658,0.11,10704,0.38,10947,34.31,6835,27.27,9248,-0.08,17394,37.66,5841,29.74,8310,0.24,6425,0.11,10927,0.35,11084,35.24,6577,27.99,8752,0.18,13741,36.85,5968
E01000090,00AB,Barking and Dagenham,H,London,26.34,9884,0.14,11934,0.11,11988,0.43,10253,34.91,6552,37.79,2973,-0.19,18917,21.58,12969,26.83,9660,0.19,9452,0.11,11621,0.53,9062,31.16,7902,27.99,8644,-0.22,19330,36.55,6231,26.75,9755,0.21,7729,0.09,13487,0.3,11677,30.09,8316,29.02,7919,0.32,11634,29.8,8589
E01000091,00AB,Barking and Dagenham,H,London,40.69,4383,0.26,5040,0.19,3899,0.92,5103,40.34,5075,29.51,7496,1.05,3556,25,11117,48.52,2582,0.34,3295,0.21,2393,0.99,4539,46.71,3785,29.93,7227,1.36,1625,34.46,6929,46.83,2801,0.36,1920,0.18,3828,0.83,5650,38.56,5655,31.81,5964,1.33,1562,27.83,9460
E01000092,00AB,Barking and Dagenham,H,London,28.47,8827,0.17,9869,0.1,13681,0.4,10694,41,4938,33.05,5249,0.6,8030,26.6,10295,32.91,7019,0.3,4615,0.11,10902,0.51,9296,29.71,8432,32.78,5344,0.92,4535,22.58,12221,27.63,9310,0.24,6204,0.1,12888,0.07,14930,25.78,10187,32.47,5576,0.69,6762,20.88,13257
E01000093,00AB,Barking and Dagenham,H,London,45.66,3136,0.33,2702,0.2,3391,1.22,2946,48.06,3504,28.53,8217,0.69,7002,28.79,9275,49.76,2361,0.37,2372,0.21,2518,1.2,3014,48.99,3391,27.47,9081,1.07,3313,37.2,6001,48.79,2420,0.37,1828,0.2,2956,0.99,4183,36.18,6292,29.44,7607,1.14,2636,41.29,4648
E01000094,00AB,Barking and Dagenham,H,London,39.51,4766,0.34,2583,0.12,10679,0.77,6511,38.21,5580,43.14,1411,0.69,6984,22.62,12335,38.99,4955,0.36,2787,0.11,10586,0.77,6563,35.7,6416,44.24,1254,0.44,9863,29.79,8693,31.81,7422,0.22,7633,0.1,12313,0.33,11266,29.48,8529,45.37,1064,0.7,6613,26.56,10069
E01000095,00AB,Barking and Dagenham,H,London,34.16,6517,0.17,9603,0.08,16067,0.28,12193,43.06,4462,48.34,511,1.5,1195,17.09,16028,36.78,5636,0.24,7026,0.1,12360,0.27,12269,38.67,5607,48.35,624,1.55,967,20.52,13487,32.91,6966,0.22,7189,0.09,14954,0.36,10824,25.82,10168,45.02,1126,1.35,1519,21.77,12721
E01000096,00AB,Barking and Dagenham,H,London,47.08,2838,0.38,1681,0.16,5823,0.84,5813,45.95,3900,34.76,4296,1.38,1632,29.68,8879,52.77,1815,0.46,954,0.18,3985,0.79,6280,49.41,3315,36.84,3336,1.43,1366,36.22,6331,51.18,1974,0.38,1465,0.16,5132,0.66,7323,40.16,5270,40.64,2119,1.77,406,40.45,4879
E01000097,00AB,Barking and Dagenham,H,London,33.12,6924,0.23,6235,0.14,8031,0.76,6575,39.88,5176,28.15,8551,0.61,7964,20.32,13705,38.81,5031,0.33,3427,0.15,6242,1.01,4371,36.33,6238,25.12,11079,0.93,4446,23.93,11509,36.8,5577,0.31,3399,0.15,6044,0.63,7689,33.38,7161,27.04,9550,0.7,6554,26.79,9953
E01000098,00AB,Barking and Dagenham,H,London,31.61,7463,0.2,7849,0.14,7869,0.72,7019,35.65,6329,25.86,10508,0.56,8497,29.19,9106,36.81,5629,0.29,4759,0.15,6057,0.82,6000,34.11,6899,23.16,12989,0.96,4227,32.39,7672,34.68,6330,0.29,4257,0.13,8232,0.47,9542,33.34,7171,24.82,11591,0.85,4930,35.63,6370
E01000099,00AB,Barking and Dagenham,H,London,31.83,7395,0.2,7889,0.13,8934,0.76,6558,45.44,4010,26.14,10260,0.23,12900,30.78,8374,36.95,5581,0.25,6383,0.15,6244,0.86,5606,45.53,4033,26.01,10290,0.58,8134,39.77,5191,36.96,5518,0.3,3724,0.14,7075,0.51,9016,38.15,5774,27.76,8937,0.77,5870,34.98,6606
E01000100,00AB,Barking and Dagenham,H,London,30.85,7778,0.2,7752,0.13,8942,0.74,6820,41.88,4731,26.42,10019,0.13,14321,27.84,9711,34.58,6436,0.24,6835,0.16,5967,0.72,7011,40.22,5208,24.45,11669,0.52,8874,35.72,6494,35.92,5890,0.24,6350,0.15,5912,0.59,8104,38.3,5733,25.88,10609,0.72,6304,41.96,4455
E01000101,00AB,Barking and Dagenham,H,London,34.34,6452,0.24,6035,0.15,7077,0.73,6926,44.08,4264,26.57,9886,0.23,13003,33.94,7088,37.15,5507,0.28,5066,0.15,6768,0.79,6294,44.46,4235,24.23,11896,0.44,9881,45.03,3726,37.97,5184,0.28,4634,0.14,6863,0.9,4997,34.32,6848,25.78,10677,0.85,4952,41.25,4656
E01000102,00AB,Barking and Dagenham,H,London,31.51,7506,0.23,6514,0.13,8458,0.83,5870,38.11,5611,28.53,8213,-0.23,19414,25.94,10644,35.59,6073,0.31,3975,0.13,8494,0.85,5682,34.82,6686,25.81,10475,0.38,10690,39.37,5290,34.61,6352,0.26,5138,0.14,7529,0.68,7074,31.1,7935,28.13,8643,0.52,8861,39.13,5275
E01000103,00AB,Barking and Dagenham,H,London,38.8,4981,0.27,4639,0.12,9507,0.52,9139,49.41,3257,35.63,3869,1.26,2179,27.56,9838,38.72,5055,0.31,4151,0.13,9035,0.62,8041,38.62,5625,31.28,6284,1.46,1245,30.37,8434,39.99,4565,0.3,3613,0.11,10707,0.41,10254,38.47,5687,32.93,5308,1.95,228,28.85,8983
E01000104,00AB,Barking and Dagenham,H,London,46.33,2998,0.36,2105,0.18,4791,1.11,3657,55.98,2266,35.06,4168,0.25,12723,33.31,7348,50.19,2264,0.37,2433,0.21,2382,1.1,3678,55.07,2440,31.88,5895,0.35,11117,49.34,2765,48.43,2491,0.32,3009,0.18,4219,0.69,6993,53.39,2645,34.48,4508,1.29,1754,47.16,3167
E01000105,00AB,Barking and Dagenham,H,London,38.35,5109,0.33,2741,0.19,4238,0.79,6339,36.38,6103,27.9,8754,0.24,12831,17.32,15839,43.73,3665,0.4,1838,0.19,3296,0.85,5754,37.03,6029,25.85,10425,0.46,9621,36.63,6203,43.33,3624,0.35,2256,0.18,3791,0.75,6416,37.39,5958,26.3,10210,1.01,3513,30.05,8492
E01000106,00AB,Barking and Dagenham,H,London,42.04,4011,0.29,3752,0.16,6235,0.84,5791,45.96,3897,29.75,7324,1.35,1769,29.9,8776,48.1,2655,0.36,2639,0.18,3864,0.87,5510,42.41,4715,32.43,5550,1.35,1655,46.64,3361,46.26,2929,0.34,2414,0.17,4311,0.66,7348,40.15,5273,26.75,9799,1.5,951,44,3914
E01000107,00AB,Barking and Dagenham,H,London,23.43,11454,0.12,13526,0.08,16063,0.41,10527,31.99,7529,31.23,6342,0.39,10762,21.29,13141,25.12,10531,0.19,9888,0.1,12555,0.36,11114,28.04,9145,24.59,11572,0.33,11368,30.98,8217,25.6,10346,0.18,9704,0.1,13111,0.09,14725,29.3,8621,28.94,7981,0.67,6982,25.94,10383
E01000108,00AB,Barking and Dagenham,H,London,21.32,12862,0.11,14506,0.08,17198,0.12,14299,32.46,7344,26.92,9609,0.53,8862,19.99,13929,24.64,10810,0.14,13724,0.1,13367,0.03,15581,27.08,9564,21.82,14375,0.69,6859,48.6,2913,26.87,9690,0.16,11006,0.1,12701,0.15,13769,26.12,10007,23.04,13323,1.06,3152,39.97,5016
E01000109,00AB,Barking and Dagenham,H,London,22.37,12138,0.14,11946,0.09,15004,0.32,11662,32.59,7303,26.76,9739,-0.2,19006,23.84,11697,25.49,10316,0.19,9692,0.1,12889,0.3,11967,28.98,8742,25.82,10456,0.49,9255,29.5,8829,29.44,8443,0.2,8193,0.11,10246,0.33,11327,26.56,9807,27.9,8823,0.76,5925,37.92,5631
E01000110,00AB,Barking and Dagenham,H,London,13.37,19885,0.07,20625,0.05,24954,-0.06,16813,18.66,14306,27.85,8810,-0.47,22733,19.64,14193,16.2,17082,0.11,16467,0.08,17232,0.07,15117,15.74,16437,25.26,10964,-0.19,18901,19.26,14322,19.07,14694,0.15,11838,0.08,15629,0.01,15747,14.44,17580,22.37,13985,0.41,10302,22.07,12497
E01000111,00AB,Barking and Dagenham,H,London,25.99,10086,0.16,10178,0.1,13526,0.33,11427,34.28,6743,33.83,4791,-0.43,22143,32.79,7544,26.8,9667,0.2,8957,0.12,10181,0.31,11800,28.26,9041,28.33,8379,-0.15,18416,37.15,6019,30.51,7970,0.24,6162,0.11,10371,0.23,12667,24.23,10933,30.66,6720,0.72,6395,37.9,5638
E01000112,00AB,Barking and Dagenham,H,London,20.92,13142,0.1,15788,0.08,17815,0.25,12578,22.96,11607,27.41,9176,0.6,8068,29.34,9039,25.91,10096,0.18,10637,0.08,16915,0.19,13415,21.76,12270,27.79,8815,1.04,3585,42.2,4457,26.37,9952,0.2,8727,0.08,16060,-0.05,16708,20.99,12757,28.35,8479,1.07,3115,38.99,5317
E01000113,00AB,Barking and Dagenham,H,London,20.89,13173,0.11,15164,0.07,18648,0.09,14791,24.65,10676,24.29,11997,0.84,5403,29.13,9145,21.55,12764,0.13,14346,0.07,20271,-0.01,16164,19.25,13857,22.29,13903,1.16,2701,37.02,6063,20.16,13878,0.14,12773,0.07,18654,-0.09,17379,16.48,15914,23.48,12892,0.8,5488,31.37,7955
E01000114,00AB,Barking and Dagenham,H,London,21.92,12454,0.13,12374,0.09,14350,0.17,13655,28.36,8947,29.74,7328,-0.11,17737,22.27,12543,24.39,10978,0.18,10263,0.09,14147,0.12,14331,29.03,8718,24.52,11623,0.57,8231,31.13,8151,26.76,9746,0.19,9128,0.09,14019,0.17,13569,27.45,9421,31.62,6069,0.66,7097,32.75,7402
E01000115,00AC,Barnet,H,London,5.82,29156,0.03,28504,0.04,26770,-1.19,29533,2.58,30155,22.51,13871,-0.25,19630,10.47,22197,8.79,25396,0.05,27771,0.04,29756,-1.52,31177,2.62,29919,35.26,4032,0.24,12658,11.37,21072,4.64,30415,0.05,27626,0.04,28833,-1.78,32032,2.37,30201,19.45,17082,-0.17,18791,7.08,26342
E01000116,00AC,Barnet,H,London,9.67,24320,0.07,21456,0.06,22109,-0.95,27637,5.25,26902,17.45,19510,-0.04,16750,23.02,12125,13.26,19989,0.11,17215,0.05,24315,-1.08,28656,4.73,27375,30.89,6547,0.38,10773,22.39,12336,9.08,25246,0.1,17650,0.05,24526,-1.56,31549,5.36,26670,15.92,21268,-0.11,17902,19.29,14359
E01000117,00AC,Barnet,H,London,9.08,25038,0.06,22440,0.06,21700,-1.01,28128,7.73,24059,23.66,12627,-0.62,24613,14.48,18165,12.8,20490,0.07,23594,0.07,20554,-1.02,28232,5.01,27032,39.31,2492,-0.32,20826,19.4,14221,10.51,23350,0.09,18997,0.06,22215,-1.39,31003,6.92,24914,24.33,12051,-0.08,17503,17.45,15755
E01000118,00AC,Barnet,H,London,10.22,23652,0.09,18192,0.06,22229,-0.81,26313,7.92,23873,22,14406,-0.27,19995,12.61,19944,15.76,17462,0.11,16373,0.07,20317,-0.54,23299,6.67,25097,37.59,3076,0.06,15309,19.26,14318,12.97,20445,0.12,14971,0.06,21435,-1.02,28604,5.99,25962,22.43,13929,0.28,12218,22.28,12366
E01000119,00AC,Barnet,H,London,14.54,18613,0.06,22189,0.05,26603,-1.22,29713,2.23,30566,30.62,6742,1.55,1014,13.96,18658,17.04,16296,0.07,22649,0.05,26338,-1.25,29857,1.95,30716,42.29,1669,1.53,1014,13.28,19126,9.63,24520,0.08,21291,0.04,26837,-1.64,31752,1.76,30896,25.63,10821,0.37,10817,19.03,14561
E01000120,00AC,Barnet,H,London,9.69,24297,0.06,23210,0.06,22468,-0.95,27626,3.12,29499,19.59,17004,0.49,9454,16,16909,11.95,21439,0.08,21169,0.06,23191,-1.28,30069,3.42,28946,33.32,5028,0.49,9286,12.28,20133,7.29,27438,0.09,19695,0.04,27429,-1.47,31305,2.06,30553,17.23,19661,-0.03,16822,13.89,18865
E01000121,00AC,Barnet,H,London,35.43,6074,0.36,1916,0.17,5405,0.32,11671,20.29,13206,35.16,4123,-0.11,17696,16.69,16349,41.05,4380,0.4,1884,0.18,4003,0.33,11563,17.91,14810,52.5,212,0,16208,17.08,15907,31.93,7372,0.3,3636,0.15,5835,-0.06,16765,25.21,10441,34.54,4480,0.2,13433,13.82,18944
E01000122,00AC,Barnet,H,London,10.11,23793,0.06,21983,0.04,26940,-0.99,28009,4.23,28162,35.57,3904,-0.46,22518,13.92,18699,14.77,18419,0.08,21666,0.05,24079,-1.03,28236,1.54,31209,51.05,294,-0.19,18892,15.14,17421,8.95,25408,0.07,22284,0.05,25430,-1.48,31331,2.8,29672,32.59,5501,-0.72,26140,15.1,17764
E01000123,00AC,Barnet,H,London,11.99,21480,0.09,16927,0.06,21387,-0.71,25324,6.52,25388,31.04,6473,-0.73,25826,14.38,18257,17.79,15685,0.12,15799,0.07,19133,-0.53,23227,4.7,27409,50,393,-0.5,23309,14.89,17629,13.39,19921,0.11,16851,0.07,19324,-1.43,31166,8.04,23592,35.5,4040,-0.34,21308,13.98,18780
E01000124,00AC,Barnet,H,London,24.95,10624,0.22,6737,0.12,9611,0,15972,10.77,20950,28.74,8064,0.05,15496,32.08,7812,30.06,8157,0.22,7825,0.14,7851,-0.1,17440,9.05,22512,46.64,835,0.15,13930,41.48,4671,25.33,10481,0.24,6395,0.12,9697,-0.8,26508,12.27,19471,30.25,6981,0.38,10692,35.77,6318
E01000125,00AC,Barnet,H,London,36.29,5776,0.29,3836,0.18,4733,0.72,6964,20.77,12896,29.95,7187,0.97,4167,15.56,17264,42.16,4086,0.41,1675,0.17,4785,0.32,11721,14.96,17064,48.61,591,1.09,3197,13.69,18714,36.42,5727,0.34,2400,0.17,4706,0.03,15491,19.22,13906,32.22,5725,0.72,6379,25.12,10809
E01000126,00AC,Barnet,H,London,38.49,5064,0.45,688,0.14,8087,0.12,14247,15.54,16705,40.83,2016,0.45,9923,16.14,16786,44.29,3515,0.49,597,0.16,5740,0.39,10819,11.84,19795,55.32,107,0.43,10024,17.37,15687,32.73,7035,0.38,1536,0.14,6936,-0.16,18286,13.92,18015,36.52,3557,-0.26,20146,15.48,17409
E01000127,00AC,Barnet,H,London,27.27,9404,0.25,5552,0.11,10944,0.09,14728,20.09,13328,25.64,10692,0.94,4454,16.52,16485,31.74,7488,0.29,4875,0.12,9717,0.24,12746,17.29,15294,42.78,1549,0.65,7286,21.51,12867,23.71,11459,0.24,6314,0.11,10523,-0.19,18755,19.3,13843,24.36,12028,-0.06,17178,23.3,11793
E01000128,00AC,Barnet,H,London,22.89,11819,0.22,6655,0.1,13343,-0.13,17856,19.21,13897,24.58,11701,0.23,12927,21.88,12778,28.78,8729,0.3,4305,0.11,11179,-0.3,20202,16.23,16066,41.34,1902,0.37,10894,20.17,13725,22.71,12081,0.22,7312,0.09,13524,-0.81,26609,16.41,15969,22.99,13375,0.71,6517,30.24,8407
E01000129,00AC,Barnet,H,London,37.56,5383,0.36,1925,0.14,7624,0.15,13793,23.32,11412,27.06,9469,1.09,3264,37.59,5751,40.26,4578,0.35,2865,0.14,7143,0.52,9179,17.5,15129,44.61,1170,1.06,3402,37.32,5961,34.27,6464,0.34,2510,0.14,7505,0.01,15782,18.26,14581,25.7,10744,0.9,4526,35.81,6306
E01000130,00AC,Barnet,H,London,27.8,9133,0.24,6049,0.11,11147,-0.16,18271,15.66,16613,36.83,3343,0.74,6397,24.26,11482,32.81,7053,0.28,5128,0.12,9337,-0.11,17607,15.17,16901,55.12,113,0.29,11931,27.89,9536,27.47,9384,0.24,6155,0.12,9857,-0.41,21790,16.1,16215,33.79,4847,0.6,7878,31.23,7998
